Competition_Group,Competition_Month,Competition_Section,Competition_Year,List_ID,List_Publication_Date,Home_City,Home_District,Home_Section,Home_State,List_Publication_Time,List_Title,Name,Points,Rank
Girls' 14,January,00,2011.0,997352,01/10/2012,Miami,Region 8,Florida,FL,Published: 1/10/2012 at 10:47 PM.                                                        ,*Girls 14 Final Rankings (Combined),"Stewart, Katerina ",2594,1
Girls' 14,January,00,2011.0,997352,01/10/2012,Los Angeles,Southern California,So. California,CA,Published: 1/10/2012 at 10:47 PM.                                                        ,*Girls 14 Final Rankings (Combined),"Higuchi, Emma Christine",2534,2
Girls' 14,January,00,2011.0,997352,01/10/2012,Chapel Hill,North Carolina,Southern,NC,Published: 1/10/2012 at 10:47 PM.                                                        ,*Girls 14 Final Rankings (Combined),"Ouellet-Pizer, Chloe Michele",2402,3
Girls' 14,January,00,2011.0,997352,01/10/2012,Claremont,Southern California,So. California,CA,Published: 1/10/2012 at 10:47 PM.                                                        ,*Girls 14 Final Rankings (Combined),"Pedraza, Raquel ",2098,4
Girls' 14,January,00,2011.0,997352,01/10/2012,Parkland,Region 8,Florida,FL,Published: 1/10/2012 at 10:47 PM.                                                        ,*Girls 14 Final Rankings (Combined),"Horvit, Mia ",2088,5
Girls' 14,January,00,2011.0,997352,01/10/2012,Tucson,Southern Arizona,Southwest,AZ,Published: 1/10/2012 at 10:47 PM.                                                        ,*Girls 14 Final Rankings (Combined),"Pothoff, Maddie H.",2068,6
Girls' 14,January,00,2011.0,997352,01/10/2012,Torrance,Southern California,So. California,CA,Published: 1/10/2012 at 10:47 PM.                                                        ,*Girls 14 Final Rankings (Combined),"Hance, Kenadi A.",1955,7
Girls' 14,January,00,2011.0,997352,01/10/2012,Huntington Beach,Southern California,So. California,CA,Published: 1/10/2012 at 10:47 PM.                                                        ,*Girls 14 Final Rankings (Combined),"Xepoleas, Meredith ",1954,8
Girls' 14,January,00,2011.0,997352,01/10/2012,Rio Piedras,Puerto Rico,Caribbean,PR,Published: 1/10/2012 at 10:47 PM.                                                        ,*Girls 14 Final Rankings (Combined),"Arconada, Usue Maitane",1938,9
Girls' 14,January,00,2011.0,997352,01/10/2012,Boynton Beach,Region 6,Florida,FL,Published: 1/10/2012 at 10:47 PM.                                                        ,*Girls 14 Final Rankings (Combined),"Bourguignon, Madison C.",1729,10
